Nama Dealer,Provinsi,Pulau,Latitude,Longitude,Tipe Dealer
Hyundai Pramuka,DKI Jakarta,Jawa,-6.1921991,106.8642989,Dealer Mobil
Hyundai Lotte Shopping Avenue,DKI Jakarta,Jawa,-6.2237689,106.8209781,Dealer Mobil
Hyundai DI Panjaitan,DKI Jakarta,Jawa,-6.2354697,106.8755182,Dealer Mobil
Hyundai Pancoran,DKI Jakarta,Jawa,-6.2457315,106.8404494,Dealer Mobil
Hyundai Sawah Besar,DKI Jakarta,Jawa,-6.160073,106.8203416,Dealer Mobil
Hyundai Mampang,DKI Jakarta,Jawa,-6.2643238,106.8280878,Dealer Mobil
Hyundai Kelapa Gading,DKI Jakarta,Jawa,-6.1542097,106.8912934,Dealer Mobil
Hyundai Simprug,DKI Jakarta,Jawa,-6.2298699,106.7879879,Dealer Mobil
Hyundai Pegangsaan,DKI Jakarta,Jawa,-6.1746187,106.9112246,Dealer Mobil
Hyundai Lippo Plaza Kramat Jati,DKI Jakarta,Jawa,-6.2709275,106.8658473,Dealer Mobil
Hyundai Sunter,DKI Jakarta,Jawa,-6.1311834,106.8529105,Dealer Mobil
Hyundai Kebon Jeruk,DKI Jakarta,Jawa,-6.1740844,106.7627192,Dealer Mobil
Hyundai Pondok Indah Mall,DKI Jakarta,Jawa,-6.2635006,106.7804189,Dealer Mobil
Hyundai Kalimalang,DKI Jakarta,Jawa,-6.2480377,106.9264631,Dealer Mobil
Hyundai Fatmawati,DKI Jakarta,Jawa,-6.2838663,106.7931796,Dealer Mobil
Hyundai Pluit,DKI Jakarta,Jawa,-6.1179777,106.7864516,Dealer Mobil
Hyundai Lippo Mall Puri,DKI Jakarta,Jawa,-6.1877071,106.73607,Dealer Mobil
Hyundai Pondok Gede,Jawa Barat,Jawa,-6.283589,106.9256448,Dealer Mobil
Hyundai Cilandak,DKI Jakarta,Jawa,-6.3081386,106.7784323,Dealer Mobil
Hyundai Ciputat,Banten,Jawa,-6.2958891,106.7625581,Dealer Mobil
Hyundai PIK,DKI Jakarta,Jawa,-6.1126682,106.7405731,Dealer Mobil
Hyundai Summarecon Bekasi,Jawa Barat,Jawa,-6.2258347,107.0008623,Dealer Mobil
Hyundai Cimanggis,Jawa Barat,Jawa,-6.3569086,106.8417792,Dealer Mobil
Hyundai Bintaro,Banten,Jawa,-6.2730183,106.695957,Dealer Mobil
Hyundai Cipondoh,Banten,Jawa,-6.1921369,106.6695871,Dealer Mobil
Hyundai Margonda,Jawa Barat,Jawa,-6.3808403,106.8282201,Dealer Mobil
Hyundai Bekasi Timur,Jawa Barat,Jawa,-6.2528524,107.029368,Dealer Mobil
Hyundai Cibubur,Jawa Barat,Jawa,-6.3796845,106.9204378,Dealer Mobil
Hyundai Sawangan,Jawa Barat,Jawa,-6.3728704,106.7424303,Dealer Mobil
Hyundai Tangerang City,Banten,Jawa,-6.1899397,106.639302,Dealer Mobil
Hyundai Serpong,Banten,Jawa,-6.2327937,106.6402943,Dealer Mobil
Hyundai BSD City,Banten,Jawa,-6.2883531,106.6436896,Dealer Mobil
Hyundai Summarecon Mall Serpong,Banten,Jawa,-6.2400366,106.6267934,Dealer Mobil
Hyundai Cibinong,Jawa Barat,Jawa,-6.5057821,106.8399004,Dealer Mobil
Hyundai Cikarang,Jawa Barat,Jawa,-6.2906998,107.1483403,Dealer Mobil
Hyundai Mal Lippo Cikarang,Jawa Barat,Jawa,-6.3339252,107.1334875,Dealer Mobil
Hyundai Sholeh Iskandar,Jawa Barat,Jawa,-6.5415039,106.7691483,Dealer Mobil
Hyundai Cikupa,Banten,Jawa,-6.2136828,106.4870849,Dealer Mobil
Hyundai Tajur,Jawa Barat,Jawa,-6.6298753,106.8220161,Dealer Mobil
Hyundai Karawang,Jawa Barat,Jawa,-6.3285759,107.2897597,Dealer Mobil
Hyundai Purwakarta,Jawa Barat,Jawa,-6.5210018,107.4463139,Dealer Mobil
Hyundai Cianjur,Jawa Barat,Jawa,-6.8097635,107.1479534,Dealer Mobil
Hyundai Serang,Banten,Jawa,-6.1504023,106.1561931,Dealer Mobil
Hyundai Sukabumi,Jawa Barat,Jawa,-6.9028589,106.9834895,Dealer Mobil
Hyundai Cilegon,Banten,Jawa,-6.0345534,106.0813393,Dealer Mobil
Hyundai Pasteur,Jawa Barat,Jawa,-6.8926435,107.5794402,Dealer Mobil
Hyundai Cihampelas,Jawa Barat,Jawa,-6.9066452,107.6020745,Dealer Mobil
Hyundai Leuwipanjang,Jawa Barat,Jawa,-6.947248,107.5961672,Dealer Mobil
Hyundai Ahmad Yani,Jawa Barat,Jawa,-6.9149788,107.6283302,Dealer Mobil
Hyundai Soekarno Hatta,Jawa Barat,Jawa,-6.9432664,107.6447378,Dealer Mobil
Hyundai Rancaekek,Jawa Barat,Jawa,-6.9524461,107.762397,Dealer Mobil
Hyundai Indramayu,Jawa Barat,Jawa,-6.3459897,108.3298946,Dealer Mobil
Hyundai Cirebon,Jawa Barat,Jawa,-6.7229671,108.5355454,Dealer Mobil
Hyundai Tasikmalaya,Jawa Barat,Jawa,-7.3465727,108.2152983,Dealer Mobil
Hyundai Lampung,Lampung,Sumatera,-5.3820117,105.2557719,Dealer Mobil
Hyundai Kalijaga,Jawa Barat,Jawa,-6.7405337,108.5807864,Dealer Mobil
Hyundai Tegal,Jawa Tengah,Jawa,-6.8689579,109.1163292,Dealer Mobil
Hyundai Purwokerto,Jawa Tengah,Jawa,-7.4377079,109.2555788,Dealer Mobil
Hyundai Batang,Jawa Tengah,Jawa,-6.9057295,109.7182819,Dealer Mobil
Hyundai Magelang,Jawa Tengah,Jawa,-7.4957484,110.2209143,Dealer Mobil
Hyundai Puri Anjasmoro,Jawa Tengah,Jawa,-6.9618457,110.3888891,Dealer Mobil
Hyundai Setiabudi,Jawa Tengah,Jawa,-7.0583463,110.4122405,Dealer Mobil
Hyundai Raden Patah,Jawa Tengah,Jawa,-6.962686,110.4362082,Dealer Mobil
Hyundai Mlati,Daerah Istimewa Yogyakarta,Jawa,-7.7572043,110.3597589,Dealer Mobil
Hyundai Veteran,Sumatera Selatan,Sumatera,-5.3558192,104.9202484,Dealer Mobil
Hyundai Soetta,Sumatera Selatan,Sumatera,-2.9835131,104.7150827,Dealer Mobil
Hyundai Adisucipto,Daerah Istimewa Yogyakarta,Jawa,-7.7837662,110.4256547,Dealer Mobil
Hyundai Kudus,Jawa Tengah,Jawa,-6.841756,110.8148505,Dealer Mobil
Hyundai Bangka,Bangka Belitung,Sumatera,-2.1750993,106.1323036,Dealer Mobil
Hyundai Adisucipto Solo,Jawa Tengah,Jawa,-7.5491537,110.7818644,Dealer Mobil
Hyundai Solo Baru,Jawa Tengah,Jawa,-7.5999527,110.8128796,Dealer Mobil
Hyundai Madiun,Jawa Timur,Jawa,-7.6393667,111.5120946,Dealer Mobil
Hyundai Lubuklinggau,Sulawesi Selatan,Sulawesi,-3.2704574,102.9172532,Dealer Mobil
Hyundai Bengkulu,Bengkulu,Sumatera,-3.8321965,102.3060581,Dealer Mobil
Hyundai Tuban,Jawa Timur,Jawa,-6.8934368,112.0607901,Dealer Mobil
Hyundai Kediri,Jawa Timur,Jawa,-7.8289745,112.0162746,Dealer Mobil
Hyundai Jambi,Jambi,Sumatera,-1.622725,103.6001786,Dealer Mobil
Hyundai HR Muhammad,Jawa Timur,Jawa,-7.2847992,112.6921955,Dealer Mobil
Hyundai Basuki Rahmat,Jawa Timur,Jawa,-7.2642429,112.7382682,Dealer Mobil
Hyundai Waru,Jawa Timur,Jawa,-7.3496716,112.7272829,Dealer Mobil
Hyundai Gubeng,Jawa Timur,Jawa,-7.2762557,112.7443271,Dealer Mobil
Hyundai Jemur Andayani,Jawa Timur,Jawa,-7.329725,112.7408489,Dealer Mobil
Hyundai Sutoyo,Jawa Timur,Jawa,-7.9635263,112.6325882,Dealer Mobil
Hyundai Singosari,Jawa Timur,Jawa,-7.8767442,112.6739497,Dealer Mobil
Hyundai Pontianak,Kalimantan Barat,Kalimantan,-0.0872632,109.3670564,Dealer Mobil
Hyundai Jember,Jawa Timur,Jawa,-8.1885545,113.6537717,Dealer Mobil
Hyundai Banyuwangi,Jawa Timur,Jawa,-8.1862261,114.3777746,Dealer Mobil
Hyundai Nagoya,Riau,Sumatera,1.1416612,104.0148457,Dealer Mobil
Hyundai Palangka Raya,Kalimantan Tengah,Kalimantan,-2.1704775,113.859149,Dealer Mobil
Hyundai Banjarmasin,Kalimantan Selatan,Kalimantan,-3.3496242,114.6232311,Dealer Mobil
Hyundai Khatib Sulaiman,Sumatera Barat,Sumatera,-0.9088788,100.3511532,Dealer Mobil
Hyundai Gatsu,Bali,Kepulauan Nusa Tenggara,-8.6372994,115.1741827,Dealer Mobil
Hyundai Panam,Riau,Sumatera,0.4645355,101.3895459,Dealer Mobil
Hyundai Sunset Road,Bali,Kepulauan Nusa Tenggara,-8.7109858,115.1826045,Dealer Mobil
Hyundai Lombok,Nusa Tenggara Barat,Kepulauan Nusa Tenggara,-8.5804061,116.0937737,Dealer Mobil
Hyundai Dumai,Riau,Sumatera,1.6704811,101.4375685,Dealer Mobil
Hyundai Balikpapan,Kalimantan Timur,Kalimantan,-1.2723579,116.8500599,Dealer Mobil
Hyundai Samarinda,Kalimantan Timur,Kalimantan,-0.4516006,117.1382771,Dealer Mobil
Hyundai Pettarani,Sulawesi Selatan,Sulawesi,-5.1560247,119.4346185,Dealer Mobil
Hyundai Urip Sumoharjo,Sulawesi Selatan,Sulawesi,-5.1363133,119.4340693,Dealer Mobil
Hyundai Sungguminasa,Sulawesi Selatan,Sulawesi,-5.2019577,119.4442021,Dealer Mobil
Hyundai SM Raja,Sumatera Utara,Sumatera,3.5697127,98.6878046,Dealer Mobil
Hyundai Yos Sudarso,Sumatera Utara,Sumatera,1.3646459,98.5733595,Dealer Mobil
Hyundai Gatot Subroto,Sumatera Utara,Sumatera,3.593022,98.6177196,Dealer Mobil
Hyundai Binjai,Sumatera Utara,Sumatera,3.610299,98.4925615,Dealer Mobil
Hyundai Palopo,Sulawesi Selatan,Sulawesi,-3.0107313,120.200623,Dealer Mobil
Hyundai Palu,Sulawesi Tengah,Sulawesi,-0.873293,119.8724399,Dealer Mobil
Hyundai Tarakan,Kalimantan Utara,Kalimantan,3.3129146,117.5786832,Dealer Mobil
Hyundai Kendari,Sulawesi Tenggara,Sulawesi,-3.9955906,122.5312766,Dealer Mobil
Hyundai Aceh,Nanggroe Aceh Darussalam,Sumatera,5.5176725,95.3126899,Dealer Mobil
Hyundai Kupang,Nusa Tenggara Timur,Kepulauan Nusa Tenggara,-10.1485386,123.6326096,Dealer Mobil
Hyundai Gorontalo,Gorontalo,Sulawesi,0.5366614,123.0580711,Dealer Mobil
Hyundai Manado,Sulawesi Utara,Sulawesi,1.4903701,124.83766,Dealer Mobil
Hyundai Ambon,Maluku,Kepulauan Maluku,-3.7018957,128.171228,Dealer Mobil
Hyundai Jayapura,Papua,Papua,-2.6155255,140.6753237,Dealer Mobil
PT Arista Jaya Abadi - Medan,Sumatera Utara,Sumatera,3.6069166,98.6585021,Dealer Mobil
PT Thamrin Citra Abadi - Palembang,Sumatera Selatan,Sumatera,-2.9463598,104.7289385,Dealer Mobil
PT Cakrawala Automotif Rabhasa - Bintaro,Banten,Jawa,-6.27402,106.7063946,Dealer Mobil
PT Cakrawala Automotif Rabhasa - Kuningan,DKI Jakarta,Jawa,-6.2250247,106.8290831,Dealer Mobil
"PT Dipo Angkasa Motor - Pluit, Jakarta",DKI Jakarta,Jawa,-6.1252056,106.7921956,Dealer Mobil
PT Mercindo Autorama - Mampang,DKI Jakarta,Jawa,-6.2000656,106.8141452,Dealer Mobil
PT Mercindo Autorama - Sunter,DKI Jakarta,Jawa,-6.1561932,106.8820066,Dealer Mobil
PT Panji Rama Otomotif - BSD,Banten,Jawa,-6.2884868,106.6430837,Dealer Mobil
PT Panji Rama Otomotif - Gandaria,DKI Jakarta,Jawa,-6.2471653,106.7785733,Dealer Mobil
PT Suri Motor Indonesia - TB Simatupang,DKI Jakarta,Jawa,-6.291825,106.7853797,Dealer Mobil
PT Citrakarya Pranata - Bandung,Jawa Barat,Jawa,-6.9385956,107.6649264,Dealer Mobil
PT Hartono Raya Motor - Semarang,Jawa Tengah,Jawa,-6.9862465,110.3375651,Dealer Mobil
PT Kalimas Arubu Indonesia - Yogyakarta,Daerah Istimewa Yogyakarta,Jawa,-7.783038,110.4323448,Dealer Mobil
PT Hartono Raya Motor - Surabaya,Jawa Timur,Jawa,-7.2470077,112.7191431,Dealer Mobil
PT Kedaung Satrya Motor - Surabaya,Jawa Timur,Jawa,-7.2889428,112.6317338,Dealer Mobil
PT Hartono Raya Motor - Denpasar,Bali,Kepulauan Nusa Tenggara,-8.7415521,115.1782171,Dealer Mobil
PT Kumala Bintang Cemerlang - Makassar,Sulawesi Selatan,Sulawesi,-5.1666499,119.432355,Dealer Mobil
Astra Autoprima,DKI Jakarta,Jawa,-6.1402461,106.8822616,Dealer Mobil
Tunas Bekasi,DKI Jakarta,Jawa,-6.2261517,107.0010371,Dealer Mobil
Astra Pluit,DKI Jakarta,Jawa,-6.1253967,106.7955121,Dealer Mobil
Eurokars Group Eurokars PIK 2,Banten,Jawa,-6.2412546,106.7800421,Dealer Mobil
Tunas Asset Sarana,DKI Jakarta,Jawa,-6.1586969,106.8166103,Dealer Mobil
Tunas Tomang,DKI Jakarta,Jawa,-6.1775927,106.7961904,Dealer Mobil
PT Performance Motors Indonesia,DKI Jakarta,Jawa,-6.1983865,106.8219451,Dealer Mobil
Artha Motor Lestari Thamrin,DKI Jakarta,Jawa,-6.1984629,106.8202403,Dealer Mobil
Tunas Tebet,DKI Jakarta,Jawa,-6.2303947,106.8441581,Dealer Mobil
PMI BPS PT Performance Auto Selection,DKI Jakarta,Jawa,-6.2425122,106.8555476,Dealer Mobil
Eurokars Kebon Jeruk,DKI Jakarta,Jawa,-6.1919532,106.765928,Dealer Mobil
Astra Cilandak,DKI Jakarta,Jawa,-6.2925611,106.787065,Dealer Mobil
PT. Bestindo Car Utama,Banten,Jawa,-6.281813,106.7251471,Dealer Mobil
Karya Prima Ultima,Banten,Jawa,-6.3154463,106.7025879,Dealer Mobil
Astra Serpong,Banten,Jawa,-6.2898526,106.6369761,Dealer Mobil
Tunas Bandung,Jawa Barat,Jawa,-6.9384419,107.6653601,Dealer Mobil
Astra Semarang,Jawa Tengah,Jawa,-6.9839099,110.3830845,Dealer Mobil
Astra Surabaya,Jawa Timur,Jawa,-7.2861802,112.7016089,Dealer Mobil
Karyatama Trans Niaga Pekanbaru,Riau,Sumatera,0.4893411,101.4170265,Dealer Mobil
Astra  Denpasar,Bali,Kepulauan Nusa Tenggara,-8.6355945,115.2446636,Dealer Mobil
Astra Makassar,Sulawesi Selatan,Sulawesi,-5.1579261,119.4335976,Dealer Mobil
PT Performance Motors Ind Medan PMI Medan,Sumatera Utara,Sumatera,3.5713127,98.6641226,Dealer Mobil
MG Pluit,DKI Jakarta,Jawa,-6.1208165,106.7889474,Dealer Mobil
MG Kebon Jeruk,DKI Jakarta,Jawa,-6.1965293,106.7659721,Dealer Mobil
MG Samanhudi,DKI Jakarta,Jawa,-6.1595756,106.8330188,Dealer Mobil
MG Mampang,DKI Jakarta,Jawa,-6.25765,106.8272593,Dealer Mobil
MG Pondok Indah,DKI Jakarta,Jawa,-6.24086,106.7805647,Dealer Mobil
MG Bekasi,Jawa Barat,Jawa,-6.2628582,107.0604619,Dealer Mobil
MG Buah Batu - Bandung,Jawa Barat,Jawa,-6.9472256,107.6298189,Dealer Mobil
MG Surabaya,Jawa Timur,Jawa,-7.3185615,112.7465463,Dealer Mobil
MG Medan,Sumatera Utara,Sumatera,3.6030456,98.6679866,Dealer Mobil
MG Palembang,Sumatera Selatan,Sumatera,-2.9623494,104.7056585,Dealer Mobil
MG Pekanbaru,Riau,Sumatera,0.5352533,101.4222524,Dealer Mobil
MG Balikpapan,Kalimantan Timur,Kalimantan,-1.260243,116.8353595,Dealer Mobil
MG Kairagi - Manado,Sulawesi Utara,Sulawesi,1.49404,124.8725105,Dealer Mobil
MG Pettarani - Makassar,Sulawesi Selatan,Sulawesi,-5.1516359,119.4352145,Dealer Mobil
MG Batam,Kepulauan Riau,Sumatera,1.1011414,104.0334743,Dealer Mobil
MG Puri,DKI Jakarta,Jawa,-6.1865421,106.732111,Dealer Mobil
MG Citraland,Jawa Timur,Jawa,-7.2857728,112.6334183,Dealer Mobil
MG BSD,Banten,Jawa,-6.2889145,106.6455061,Dealer Mobil
MG Puri Anjasmoro - Semarang,Jawa Tengah,Jawa,-6.9618529,110.3889979,Dealer Mobil
MG Cihampelas - Bandung,Jawa Barat,Jawa,-6.887753,107.6014661,Dealer Mobil
MG Fatmawati,DKI Jakarta,Jawa,-6.2870579,106.7928338,Dealer Mobil
MG Bogor,Jawa Barat,Jawa,-6.6146984,106.8116647,Dealer Mobil
MG Denpasar - Bali,Bali,Kepulauan Nusa Tenggara,-8.6364309,115.1932825,Dealer Mobil
MG SCBD,DKI Jakarta,Jawa,-6.2287763,106.8066914,Dealer Mobil
MG Solo,Jawa Tengah,Jawa,-7.5597042,110.8396754,Dealer Mobil
MG Mlati,Daerah Istimewa Yogyakarta,Jawa,-7.7569867,110.2902002,Dealer Mobil
MG Sengkang,Sulawesi Selatan,Sulawesi,-4.1243125,120.0274822,Dealer Mobil
MG Palu,Sulawesi Tengah,Sulawesi,-0.9190862,119.8746884,Dealer Mobil
MG Kendari,Sulawesi Tenggara,Sulawesi,-4.0372225,122.4669171,Dealer Mobil
MG Cibubur,Jawa Barat,Jawa,-6.3894424,106.9441931,Dealer Mobil
MG Cirebon,Jawa Barat,Jawa,-6.7419463,108.5622261,Dealer Mobil
MG KS Tubun,DKI Jakarta,Jawa,-6.1890304,106.8051696,Dealer Mobil
MG Lampung,Lampung,Sumatera,-5.3757863,105.242044,Dealer Mobil
MG Pontianak,Kalimantan Barat,Kalimantan,-0.0296172,109.3265766,Dealer Mobil
MG Sukabumi,Jawa Barat,Jawa,-6.9560533,106.9066424,Dealer Mobil
Kia Ciputat - PT. Yi Li Sha,DKI Jakarta,Jawa,-6.2457427,106.7776969,Dealer Mobil
Kia Pondok Indah -  PT. Wahana Wirawan,DKI Jakarta,Jawa,-6.2900404,106.7785621,Dealer Mobil
Kia Bintaro - PT. Indomobil Trada Nasional,Banten,Jawa,-6.2750888,106.7156101,Dealer Mobil
Kia Daan Mogot - PT. Indomobil Trada Nasional,DKI Jakarta,Jawa,-6.1576268,106.761094,Dealer Mobil
Kia PIK - PT. Indomobil Trada Nasional,DKI Jakarta,Jawa,-6.1250087,106.7521089,Dealer Mobil
Kia Cinere - PT. Indomobil Trada Nasional,Jawa Barat,Jawa,-6.3530555,106.7739233,Dealer Mobil
Kia Cimone - PT. Indomobil Trada Nasional,Banten,Jawa,-6.1840058,106.6168607,Dealer Mobil
Kia Halim - PT. Indomobil Trada Nasional,DKI Jakarta,Jawa,-6.2484464,106.8782783,Dealer Mobil
Kia Pulogadung - PT. Wahana Indo Trada,DKI Jakarta,Jawa,-6.1913487,106.9038771,Dealer Mobil
Kia Radin Inten - PT. Indomobil Trada Nasional,DKI Jakarta,Jawa,-6.2248673,106.9206837,Dealer Mobil
Kia Kelapa Gading - PT. Indomobil Trada Nasional,DKI Jakarta,Jawa,-6.156603,106.8961301,Dealer Mobil
Kia Siliwangi Bekasi - PT Indomobil Trada Nasional,Jawa Barat,Jawa,-6.3033977,106.9810167,Dealer Mobil
Kia Pajajaran - PT. Indomobil Trada Nasional,Jawa Barat,Jawa,-6.5834581,106.8033968,Dealer Mobil
Kia Cimahi - PT. Wahana Wirawan,Jawa Barat,Jawa,-6.904611,107.5626066,Dealer Mobil
Kia Soekarno Hatta - PT. Siloam Motor,Jawa Barat,Jawa,-6.9488596,107.6181723,Dealer Mobil
Kia Semarang - PT. Indomobil Sumber Baru,Jawa Tengah,Jawa,-6.981821,110.3906908,Dealer Mobil
Kia Tanjung Api - Api - PT. Wahana Wirawan,Sumatera Selatan,Sumatera,-2.9076641,104.7231583,Dealer Mobil
Kia Solo - PT. Rejeki Perdana Makmur,Jawa Tengah,Jawa,-7.571258,110.8057881,Dealer Mobil
Kia Wiyung - PT. United Indo Surabaya,Jawa Timur,Jawa,-7.3127038,112.7038923,Dealer Mobil
Kia Arjuna - PT. Siantar Mobil Indonesia,Jawa Timur,Jawa,-7.3126114,112.6652671,Dealer Mobil
Kia Gubeng - PT. Wahana Wirawan,Jawa Timur,Jawa,-7.269625,112.7485825,Dealer Mobil
Kia S. Parman - PT. Wahana Wirawan,Jawa Timur,Jawa,-7.9488347,112.6370662,Dealer Mobil
Kia Pontianak - PT. Wahana Inti Nusa Pontianak,Kalimantan Barat,Kalimantan,-0.0748493,109.3624908,Dealer Mobil
Kia Batam - PT. Rodamas Makmur Motor,Kepulauan Riau,Sumatera,1.1299502,104.0135906,Dealer Mobil
Kia Arengka Pekanbaru - PT. Wahana Wirawan,Riau,Sumatera,0.5243841,101.4169948,Dealer Mobil
Kia Bali - PT. Sumber Baru Indo Artha,Bali,Kepulauan Nusa Tenggara,-8.6366295,115.1774559,Dealer Mobil
Kia Sandubaya Lombok - PT. Wahana Niaga Lombok,Nusa Tenggara Barat,Kepulauan Nusa Tenggara,-8.6195048,116.0778243,Dealer Mobil
Kia Gunung Malang - PT. Wahana Lestari Balikpapan,Kalimantan Timur,Kalimantan,-1.2687022,116.8420464,Dealer Mobil
Kia Makassar - PT. Wahana Megahputra Makassar,Sulawesi Selatan,Sulawesi,-5.1434667,119.4188124,Dealer Mobil
Kia Gatot Subroto - PT. Wahana Trans Lestari Medan,Sumatera Utara,Sumatera,3.5905363,98.6458464,Dealer Mobil
PT. Leading Vision Otomotif,DKI Jakarta,Jawa,-6.1959697,106.8221451,Dealer Mobil
NISSAN S. PARMAN,Jawa Timur,Jawa,-7.9461055,112.6380772,Dealer Mobil
NISSAN A. YANI (BANJARMASIN),Kalimantan Selatan,Kalimantan,-3.3855949,114.6517513,Dealer Mobil
NISSAN A. YANI (PONTIANAK),Kalimantan Barat,Kalimantan,-0.0750338,109.3627136,Dealer Mobil
NISSAN ACEH,Nanggroe Aceh Darussalam,Sumatera,5.516497,95.3197965,Dealer Mobil
NISSAN BANYUWANGI,Jawa Timur,Jawa,-8.245935,114.3470828,Dealer Mobil
NISSAN BATAM,Kepulauan Riau,Sumatera,1.1300025,104.0133857,Dealer Mobil
NISSAN BUMI SERPONG DAMAI,Banten,Jawa,-6.2921882,106.6630298,Dealer Mobil
NISSAN CIBUBUR,Jawa Barat,Jawa,-6.3904536,106.9475885,Dealer Mobil
NISSAN CIKARANG,Jawa Barat,Jawa,-6.3327086,107.1470379,Dealer Mobil
NISSAN GATSU (DENPASAR),Bali,Kepulauan Nusa Tenggara,-8.637193,115.195502,Dealer Mobil
NISSAN GORONTALO,Gorontalo,Sulawesi,0.5412486,123.0583539,Dealer Mobil
NISSAN GUNUNG MALANG,Kalimantan Timur,Kalimantan,-1.2687022,116.8420464,Dealer Mobil
NISSAN HALIM,DKI Jakarta,Jawa,-6.2484464,106.8782783,Dealer Mobil
NISSAN INDRAMAYU,Jawa Barat,Jawa,-6.3461962,108.3298296,Dealer Mobil
NISSAN ISTANA,Sumatera Selatan,Sumatera,-2.9698832,104.7289512,Dealer Mobil
NISSAN JATI,Jawa Tengah,Jawa,-6.8394436,110.8177822,Dealer Mobil
NISSAN JEMURSARI,Jawa Timur,Jawa,-7.3097821,112.7560511,Dealer Mobil
NISSAN JUANDA,Jawa Barat,Jawa,-7.3314258,108.1954093,Dealer Mobil
NISSAN KEDAWUNG,Jawa Barat,Jawa,-6.6590769,108.0651206,Dealer Mobil
NISSAN KHATIB SULAIMAN,Sumatera Barat,Sumatera,-0.90457,100.3532885,Dealer Mobil
NISSAN KUPANG,Nusa Tenggara Timur,Kepulauan Nusa Tenggara,-10.1443431,123.6197887,Dealer Mobil
NISSAN LABUHAN RATU,Lampung,Sumatera,-5.381525,105.2549962,Dealer Mobil
NISSAN MADIUN,Jawa Timur,Jawa,-7.6289482,111.5075354,Dealer Mobil
NISSAN MAGELANG,Jawa Tengah,Jawa,-7.4389641,110.224848,Dealer Mobil
NISSAN MARTADINATA,Sulawesi Utara,Sulawesi,1.4868953,124.8547647,Dealer Mobil
NISSAN MLATI,Daerah Istimewa Yogyakarta,Jawa,-7.7194617,110.3583251,Dealer Mobil
NISSAN MT. HARYONO,DKI Jakarta,Jawa,-6.2427374,106.8614721,Dealer Mobil
NISSAN NUSA DUA,Bali,Kepulauan Nusa Tenggara,-8.7675187,115.1758458,Dealer Mobil
NISSAN PALU,Sulawesi Tengah,Sulawesi,-0.9170922,119.8889471,Dealer Mobil
NISSAN PANGKAL PINANG,Bangka Belitung,Sumatera,-2.1695967,106.1340421,Dealer Mobil
NISSAN PETTARANI,Sulawesi Selatan,Sulawesi,-5.1551546,119.4339837,Dealer Mobil
NISSAN PURI INDAH,DKI Jakarta,Jawa,-6.1863638,106.7285347,Dealer Mobil
NISSAN PURWAKARTA,Jawa Barat,Jawa,-6.5107101,107.456509,Dealer Mobil
NISSAN ROXY,DKI Jakarta,Jawa,-6.1660554,106.8064927,Dealer Mobil
NISSAN SALATIGA,Jawa Tengah,Jawa,-7.363799,110.5111769,Dealer Mobil
NISSAN SANDUBAYA,Nusa Tenggara Barat,Kepulauan Nusa Tenggara,-8.5922719,116.1483945,Dealer Mobil
NISSAN SEMPAJA,Kalimantan Timur,Kalimantan,-0.4568954,117.1488607,Dealer Mobil
NISSAN SERANG BARAT,Banten,Jawa,-6.0375291,106.0850262,Dealer Mobil
NISSAN SETIABUDI SEMARANG,Jawa Tengah,Jawa,-7.0589219,110.4119224,Dealer Mobil
NISSAN SM AMIN,Riau,Sumatera,0.5165799,101.3778949,Dealer Mobil
NISSAN SOLO BARU,Jawa Tengah,Jawa,-7.6100705,110.8078227,Dealer Mobil
NISSAN SUKABUMI,Jawa Barat,Jawa,-6.951349,106.9245152,Dealer Mobil
NISSAN SUKAMAJU,Jawa Barat,Jawa,-6.4120854,106.858062,Dealer Mobil
NISSAN TB SIMATUPANG,DKI Jakarta,Jawa,-6.2906193,106.7806065,Dealer Mobil
NISSAN VETERAN,Jawa Barat,Jawa,-6.9195853,107.6140213,Dealer Mobil
NISSAN YASMIN,Jawa Barat,Jawa,-6.557268,106.7691718,Dealer Mobil
NISSAN AMIR HAMZAH,Sumatera Utara,Sumatera,3.6073158,98.6610231,Dealer Mobil
NISSAN KENDARI,Sulawesi Tenggara,Sulawesi,-4.0023513,122.5074364,Dealer Mobil
Dunia Barusa Meulaboh,Nanggroe Aceh Darussalam,Sumatera,4.1411598,96.157639,Dealer Mobil
Dunia Barusa Banda Aceh,Nanggroe Aceh Darussalam,Sumatera,4.8453862,95.3315353,Dealer Mobil
Dunia Barusa Lhokseumawe,Nanggroe Aceh Darussalam,Sumatera,5.1775438,97.1327564,Dealer Mobil
AUTO2000 Kisaran,Sumatera Utara,Sumatera,2.9689778,99.626728,Dealer Mobil
AUTO2000 Binjai,Sumatera Utara,Sumatera,3.6031167,98.5331981,Dealer Mobil
AUTO2000 Tanjung Morawa,Sumatera Utara,Sumatera,3.5525226,98.8458355,Dealer Mobil
AUTO2000 Rantauprapat,Sumatera Utara,Sumatera,2.0908637,99.8378589,Dealer Mobil
AUTO2000 Sisingamangaraja,Sumatera Utara,Sumatera,3.5705632,98.6872235,Dealer Mobil
AUTO2000 Gatot Subroto,Sumatera Utara,Sumatera,3.5915126,98.6315301,Dealer Mobil
AUTO2000 Amplas,Sumatera Utara,Sumatera,3.5331989,98.7225216,Dealer Mobil
AUTO2000 Krakatau,Sumatera Utara,Sumatera,3.6263766,98.6786541,Dealer Mobil
